id,careers,courses
1629,Airfield Operations Specialists,Bachelor of Science in Physics (Honours)
1630,Airfield Operations Specialists,Bachelor of Science in Physics (Honours) Self Financed
1631,Airfield Operations Specialists,BSc Physics
1632,Airfield Operations Specialists,BSc in Physics
1633,Airfield Operations Specialists,Bachelor of Science With Major in Computer Application
1634,Airfield Operations Specialists,BACHELORS (HONOURS) WITH COMPUTER APPLICATIONS AS MAJOR
1635,Airfield Operations Specialists,Bachelor of Computer Applications (Hons)
1636,Airfield Operations Specialists,Bachelor of Computer Application (Hons)
1637,Airfield Operations Specialists,Bachelor of Computer Applications (Honours)
1638,Airfield Operations Specialists,Bachelor of Computer Applications (Honours) Self Financed
1639,Airfield Operations Specialists,B.Sc Computer Applications
1640,Airfield Operations Specialists,Bachelor of Computer Applications
1641,Airfield Operations Specialists,Bachelor of Computer Applications Self Financed
1642,Airfield Operations Specialists,Bachelor of Science With Major in Information Technology
1643,Airfield Operations Specialists,BACHELORS (HONOURS) WITH INFORMATION TECHNOLOGY AS MAJOR
1644,Airfield Operations Specialists,Bachelor of Science Information Technology (Hons)
1645,Airfield Operations Specialists,Bachelor of Science in Information Technology (Honours)
1646,Airfield Operations Specialists,Bachelor of Science in Information Technology (Honours) Self Financed
1647,Airfield Operations Specialists,Bachelor of Science With Major in Geography
1648,Airfield Operations Specialists,BACHELORS (HONOURS) WITH GEOGRAPHY AS MAJOR
1649,Airfield Operations Specialists,Bachelor of Arts/Science Geography (Hons)
1650,Airfield Operations Specialists,BSc Geography
1651,Airfield Operations Specialists,BSc in Geography
1652,Airfield Operations Specialists,Bachelor of Science With Major in Mathematics
1653,Airfield Operations Specialists,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR
1654,Airfield Operations Specialists,Bachelor of Science Mathematics (Hons)
1655,Airfield Operations Specialists,Bachelor of Arts/Science Mathematics (Hons)
1656,Airfield Operations Specialists,Bachelor of Science in Mathematics (Honours)
1657,Airfield Operations Specialists,Bachelor of Science in Mathematics (Honours) Self Financed
1658,Airfield Operations Specialists,5 Year Integrated Programme in Mathematics
1659,Airfield Operations Specialists,BSc Mathematics
1660,Airfield Operations Specialists,BSc in Mathematics
1661,Blockchain Engineers,Bachelor of Science With Major in Computer Application
1662,Blockchain Engineers,BACHELORS (HONOURS) WITH COMPUTER APPLICATIONS AS MAJOR
1663,Blockchain Engineers,Bachelor of Computer Applications (Hons)
1664,Blockchain Engineers,Bachelor of Computer Application (Hons)
1665,Blockchain Engineers,Bachelor of Computer Applications (Honours)
1666,Blockchain Engineers,Bachelor of Computer Applications (Honours) Self Financed
1667,Blockchain Engineers,B.Sc Computer Applications
1668,Blockchain Engineers,Bachelor of Computer Applications
1669,Blockchain Engineers,Bachelor of Computer Applications Self Financed
1670,Blockchain Engineers,Bachelor of Science With Major in Information Technology
1671,Blockchain Engineers,BACHELORS (HONOURS) WITH INFORMATION TECHNOLOGY AS MAJOR
1672,Blockchain Engineers,Bachelor of Science Information Technology (Hons)
1673,Blockchain Engineers,Bachelor of Science in Information Technology (Honours)
1674,Blockchain Engineers,Bachelor of Science in Information Technology (Honours) Self Financed
1675,Blockchain Engineers,Bachelor of Science With Major in Mathematics
1676,Blockchain Engineers,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR
1677,Blockchain Engineers,Bachelor of Science Mathematics (Hons)
1678,Blockchain Engineers,Bachelor of Arts/Science Mathematics (Hons)
1679,Blockchain Engineers,Bachelor of Science in Mathematics (Honours)
1680,Blockchain Engineers,Bachelor of Science in Mathematics (Honours) Self Financed
1681,Blockchain Engineers,5 Year Integrated Programme in Mathematics
1682,Blockchain Engineers,BSc Mathematics
1683,Blockchain Engineers,BSc in Mathematics
1684,Blockchain Engineers,Bachelor of Science With Major in Statistics
1685,Blockchain Engineers,BACHELORS (HONOURS) WITH STATISTICS AS MAJOR
1686,Blockchain Engineers,Bachelor of Science Statistics (Hons)
1687,Blockchain Engineers,Bachelor of Arts/Science Statistics (Hons)
1688,Aviation Inspectors,Bachelor of Science With Major in Physics
1689,Aviation Inspectors,BACHELORS (HONOURS) WITH PHYSICS AS MAJOR
1690,Aviation Inspectors,Bachelor of Science Physics (Hons)
1691,Aviation Inspectors,Bachelor of Science in Physics (Honours)
1692,Aviation Inspectors,Bachelor of Science in Physics (Honours) Self Financed
1693,Aviation Inspectors,BSc Physics
1694,Aviation Inspectors,BSc in Physics
1695,Aviation Inspectors,Bachelor of Science With Major in Mathematics
1696,Aviation Inspectors,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR
1697,Aviation Inspectors,Bachelor of Science Mathematics (Hons)
1698,Aviation Inspectors,Bachelor of Arts/Science Mathematics (Hons)
1699,Aviation Inspectors,Bachelor of Science in Mathematics (Honours)
1700,Aviation Inspectors,Bachelor of Science in Mathematics (Honours) Self Financed
1701,Aviation Inspectors,5 Year Integrated Programme in Mathematics
1702,Aviation Inspectors,BSc Mathematics
1703,Aviation Inspectors,BSc in Mathematics
1704,Aviation Inspectors,Bachelor of Science With Major in Electronics
1705,Aviation Inspectors,BACHELORS (HONOURS) WITH ELECTRONICS AS MAJOR
1706,Aviation Inspectors,Bachelor of Science in Electronics (Honours)
1707,Aviation Inspectors,Bachelor of Science in Electronics (Honours) Self Financed
1708,Aviation Inspectors,Bachelor of Science Electronics (Hons)
1709,Aviation Inspectors,BSc in Electronics
1710,Budget Analysts,Bachelor of Commerce With Major in Accounting and Finance
1711,Budget Analysts,Bachelor of Business Administration in Financial Management (Hons)
1712,Budget Analysts,Bachelor of Commerce in Finance (Hons)
1713,Budget Analysts,Bachelor of Commerce in Finance (Honours)
1714,Budget Analysts,Bachelor of Commerce in Finance (Honours) Self Financed
1715,Budget Analysts,BACHELORS (HONOURS) WITH COMMERCE (FINANCE) AS MAJOR
1716,Budget Analysts,Bachelor of Social and Behavioral Science With Major in Economics
1717,Budget Analysts,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR
1718,Budget Analysts,Bachelor of Arts Economics (Hons)
1719,Budget Analysts,Bachelor of Arts in Economics (Honours)
1720,Budget Analysts,Bachelor of Arts in Economics (Honours) Self Financed
1721,Budget Analysts,BA Economics
1722,Budget Analysts,Bachelor of Commerce With Major in Business Studies
1723,Budget Analysts,Bachelor of Management with Major in Business Management
1724,Budget Analysts,BACHELORS (HONOURS) WITH BUSINESS ADMINISTRATION AS MAJOR
1725,Budget Analysts,Bachelor of business Administration (Hons)
1726,Budget Analysts,Bachelor of Business Administration (Honours)
1727,Budget Analysts,Bachelor of Business Administration (Honours) Self Financed
1728,Budget Analysts,Bachelor of Commerce (Hons)
1729,Budget Analysts,BACHELORS (HONOURS) WITH MANAGEMENT (COMMERCE) AS MAJOR
1730,Budget Analysts,Bachelor of Commerce
1731,Budget Analysts,BACHELORS (HONOURS) WITH ACCOUNTING & TAXATION (COMMERCE) AS MAJOR
1732,Budget Analysts,Bachelor of Commerce in Accounting & Taxation (Hons)
1733,Budget Analysts,Bachelor of Commerce in Accounting & Taxation (Honours)
1734,Budget Analysts,Bachelor of Commerce in Accounting & Taxation (Honours) Self Financed
1735,Budget Analysts,Bachelor of Science With Major in Statistics
1736,Budget Analysts,BACHELORS (HONOURS) WITH STATISTICS AS MAJOR
1737,Budget Analysts,Bachelor of Science Statistics (Hons)
1738,Budget Analysts,Bachelor of Arts/Science Statistics (Hons)
1739,Budget Analysts,Bachelor of Science With Major in Mathematics
1740,Budget Analysts,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR
1741,Budget Analysts,Bachelor of Science Mathematics (Hons)
1742,Budget Analysts,Bachelor of Arts/Science Mathematics (Hons)
1743,Budget Analysts,Bachelor of Science in Mathematics (Honours)
1744,Budget Analysts,Bachelor of Science in Mathematics (Honours) Self Financed
1745,Budget Analysts,5 Year Integrated Programme in Mathematics
1746,Budget Analysts,BSc Mathematics
1747,Budget Analysts,BSc in Mathematics
1748,Cartographers and Photogrammetrists,Bachelor of Science With Major in Geography
1749,Cartographers and Photogrammetrists,BACHELORS (HONOURS) WITH GEOGRAPHY AS MAJOR
1750,Cartographers and Photogrammetrists,Bachelor of Arts/Science Geography (Hons)
1751,Cartographers and Photogrammetrists,BSc Geography
1752,Cartographers and Photogrammetrists,BSc in Geography
1753,Cartographers and Photogrammetrists,Bachelor of Science With Major in Geology
1754,Cartographers and Photogrammetrists,BACHELORS (HONOURS) WITH GEOLOGY AS MAJOR
1755,Cartographers and Photogrammetrists,Bachelor of Science Geology (Hons)
1756,Cartographers and Photogrammetrists,BSc in Geology
1757,Cartographers and Photogrammetrists,Bachelor of Science With Major in Environmental Science
1758,Cartographers and Photogrammetrists,BACHELORS (HONOURS) WITH ENVIRONMENTAL SCIENCE AS MAJOR
1759,Cartographers and Photogrammetrists,Bachelor of Science Environmental Science (Hons)
1760,Cartographers and Photogrammetrists,Bachelor of Science With Major in Mathematics
1761,Cartographers and Photogrammetrists,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR
1762,Cartographers and Photogrammetrists,Bachelor of Science Mathematics (Hons)
1763,Cartographers and Photogrammetrists,Bachelor of Arts/Science Mathematics (Hons)
1764,Cartographers and Photogrammetrists,Bachelor of Science in Mathematics (Honours)
1765,Cartographers and Photogrammetrists,Bachelor of Science in Mathematics (Honours) Self Financed
1766,Cartographers and Photogrammetrists,5 Year Integrated Programme in Mathematics
1767,Cartographers and Photogrammetrists,BSc Mathematics
1768,Cartographers and Photogrammetrists,BSc in Mathematics
1769,Cartographers and Photogrammetrists,Bachelor of Science With Major in Statistics
1770,Cartographers and Photogrammetrists,BACHELORS (HONOURS) WITH STATISTICS AS MAJOR
1771,Cartographers and Photogrammetrists,Bachelor of Science Statistics (Hons)
1772,Cartographers and Photogrammetrists,Bachelor of Arts/Science Statistics (Hons)
1773,Cartographers and Photogrammetrists,Bachelor of Science With Major in Information Technology
1774,Cartographers and Photogrammetrists,BACHELORS (HONOURS) WITH INFORMATION TECHNOLOGY AS MAJOR
1775,Cartographers and Photogrammetrists,Bachelor of Science Information Technology (Hons)
1776,Cartographers and Photogrammetrists,Bachelor of Science in Information Technology (Honours)
1777,Cartographers and Photogrammetrists,Bachelor of Science in Information Technology (Honours) Self Financed
1778,Customs Brokers,Bachelor of Commerce (Hons)
1779,Customs Brokers,BACHELORS (HONOURS) WITH MANAGEMENT (COMMERCE) AS MAJOR
1780,Customs Brokers,Bachelor of Commerce
1781,Customs Brokers,Bachelor of Commerce With Major in Business Studies
1782,Customs Brokers,Bachelor of Management with Major in Business Management
1783,Customs Brokers,BACHELORS (HONOURS) WITH BUSINESS ADMINISTRATION AS MAJOR
1784,Customs Brokers,Bachelor of business Administration (Hons)
1785,Customs Brokers,Bachelor of Business Administration (Honours)
1786,Customs Brokers,Bachelor of Business Administration (Honours) Self Financed
1787,Customs Brokers,Bachelor of Social and Behavioral Science With Major in Economics
1788,Customs Brokers,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR
1789,Customs Brokers,Bachelor of Arts Economics (Hons)
1790,Customs Brokers,Bachelor of Arts in Economics (Honours)
1791,Customs Brokers,Bachelor of Arts in Economics (Honours) Self Financed
1792,Customs Brokers,BA Economics
1793,Customs Brokers,Bachelor of Social and Behavioural Science With Major in Political Science
1794,Customs Brokers,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR
1795,Customs Brokers,Bachelor of Arts Political Science (Hons)
1796,Customs Brokers,BA Political Science
1797,Environmental Compliance Inspectors,Bachelor of Science With Major in Environmental Science
1798,Environmental Compliance Inspectors,BACHELORS (HONOURS) WITH ENVIRONMENTAL SCIENCE AS MAJOR
1799,Environmental Compliance Inspectors,Bachelor of Science Environmental Science (Hons)
1800,Environmental Compliance Inspectors,Bachelor of Science With Major in Geology
1801,Environmental Compliance Inspectors,BACHELORS (HONOURS) WITH GEOLOGY AS MAJOR
1802,Environmental Compliance Inspectors,Bachelor of Science Geology (Hons)
1803,Environmental Compliance Inspectors,BSc in Geology
1804,Environmental Compliance Inspectors,Bachelor of Science with Major in Biotechnology
1805,Environmental Compliance Inspectors,BACHELORS (HONOURS) WITH BIO-TECHNOLOGY AS MAJOR
1806,Environmental Compliance Inspectors,Bachelor of Science Biotechnology (Hons)
1807,Environmental Compliance Inspectors,Bachelor of Science in Biotechnology (Honours)
1808,Environmental Compliance Inspectors,Bachelor of Science in Biotechnology (Honours) Self Financed
1809,Environmental Compliance Inspectors,BSc Biotechnology
1810,Environmental Compliance Inspectors,BSc in Biotechnology
1811,Environmental Compliance Inspectors,Bachelor of Science with Major in Biochemistry
1812,Environmental Compliance Inspectors,BACHELORS (HONOURS) WITH CLINICAL BIO-CHEMISTRY AS MAJOR
1813,Environmental Compliance Inspectors,BACHELORS (HONOURS) WITH BIO-CHEMISTRY AS MAJOR
1814,Environmental Compliance Inspectors,Bachelor of Science Bio-Chemistry (Hons)
1815,Environmental Compliance Inspectors,Bachelor of Science Clinical Bio-Chemistry (Hons)
1816,Environmental Compliance Inspectors,Bachelor of Science in Bio-Chemistry (Honours)
1817,Environmental Compliance Inspectors,Bachelor of Science in Bio-Chemistry (Honours) Self Financed
1818,Environmental Compliance Inspectors,Bachelor of Science Biochemistry (Hons)
1819,HR Generalist,Bachelor of Commerce With Major in Business Studies
1820,HR Generalist,Bachelor of Management with Major in Business Management
1821,HR Generalist,BACHELORS (HONOURS) WITH BUSINESS ADMINISTRATION AS MAJOR
1822,HR Generalist,Bachelor of business Administration (Hons)
1823,HR Generalist,Bachelor of Business Administration (Honours)
1824,HR Generalist,Bachelor of Business Administration (Honours) Self Financed
1825,HR Generalist,Bachelor of Commerce (Hons)
1826,HR Generalist,BACHELORS (HONOURS) WITH MANAGEMENT (COMMERCE) AS MAJOR
1827,HR Generalist,Bachelor of Commerce
1828,HR Generalist,Bachelor of Social and Behavioural Science With Major in Sociology
1829,HR Generalist,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR
1830,HR Generalist,Bachelor of Arts Sociology (Hons)
1831,HR Generalist,BA Sociology
